date,committee,reference_entity,issue_number,credit_event_type,decision,doc_type,url,source,title,tags,auction_date,auction_held
2019-07-22,,Weatherford,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/07/weatherford-final-list.pdf/,document-feed,Weatherford – Final List – Latest Revision,,,False
2019-07-22,,Weatherford,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/07/weatherford-list-of-participating-bidders.pdf/,document-feed,Weatherford – List of Participating Bidders – Latest Revision,,,False
2019-07-26,EMEA,Galapagos Holding S.A.,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/08/emea-dc-galapagos-holding-s-a-redline-of-final-asts-against-draft-asts-published-26-july-2019.pdf/,document-feed,EMEA DC – Galapagos Holding S.A. – redline of final ASTs against draft ASTs published 26 July 2019 – Latest Revision,,,False
2019-07-26,EMEA,Galapagos Holding S.A.,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/07/emea-dc-galapagos-holding-s-a-redline-of-draft-galapagos-holding-s-a-asts-against-final-rallye-asts.pdf/,document-feed,EMEA DC – Galapagos Holding S.A. – redline of draft Galapagos Holding S.A. ASTs against final Rallye ASTs – Latest Revision,,,False
2019-07-26,EMEA,Galapagos Holding S.A.,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/07/emea-dc-galapagos-holding-s-a-draft-auction-settlement-terms.pdf/,document-feed,EMEA DC – Galapagos Holding S.A. – draft Auction Settlement Terms – Latest Revision,,,False
2019-07-26,EMEA,Galapagos Holding S.A.,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/07/emea-dc-galapagos-holding-s-a-initial-list.pdf/,document-feed,EMEA DC  – Galapagos Holding S.A. – Initial List – Latest Revision,,,False
2019-07-26,EMEA,Galapagos Holding S.A.,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/07/emea-dc-decision-galapagos-holding-s-a-26-july-2019.pdf/,document-feed,EMEA DC Decision – Galapagos Holding S.A. – 26 July 2019 – Latest Revision,,,False
2019-07-27,,July,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/06/dc-decision-27-july-2019.pdf/,document-feed,"DC Decision 27 July, 2019 – Latest Revision",,,False
2019-07-29,EMEA,Galapagos Holding Sa,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/07/emea-dc-galapagos-holding-sa-supplemental-list-29-july-2019.pdf/,document-feed,EMEA DC – Galapagos Holding SA – Supplemental List – 29 July 2019 – Latest Revision,,,False
2019-08-02,EMEA,Galapagos Holding Sa Final Asts,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/08/emea-dc-galapagos-holding-sa-final-asts-2-august-2019.pdf/,document-feed,EMEA DC – Galapagos Holding SA – final ASTs – 2 August 2019 – Latest Revision,,,False
2019-08-02,EMEA,Galapagos Holding S.A.,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/08/emea-dc-decision-galapagos-holding-s-a-2-august-2019.pdf/,document-feed,EMEA DC Decision – Galapagos Holding S.A. – 2 August 2019 – Latest Revision,,,False
2019-08-02,EMEA,Galapagos Holding S.A.,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/08/emea-dc-galapagos-holding-s-a-final-list-2-august-2019.pdf/,document-feed,EMEA DC  – Galapagos Holding S.A. – Final List – 2 August 2019 – Latest Revision,,,False
2019-08-05,EMEA,Galapagos Holding S.A.,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/08/emea-dc-galapagos-holding-s-a-list-of-participating-bidders.pdf/,document-feed,EMEA DC – Galapagos Holding S.A. – List of Participating Bidders – Latest Revision,,,False
2019-08-05,EMEA,Galapagos Holding S.A.,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/08/emea-dc-decision-galapagos-holding-s-a-05-08-19-votes-to-follow.pdf/,document-feed,EMEA DC Decision – Galapagos Holding S.A. – 05.08.19 (votes to follow) – Latest Revision,,,False
2019-08-06,EMEA,Constellium N V,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/08/emea-dc-decision-constellium-n-v-06-08-19.pdf/,document-feed,EMEA DC Decision – Constellium N.V. – 06.08.19 – Latest Revision,,,False
2019-08-06,EMEA,Galapagos Holding S.A.,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/08/emea-dc-decision-galapagos-holding-s-a-06-08-19.pdf/,document-feed,EMEA DC Decision – Galapagos Holding S.A. – 06.08.19 – Latest Revision,,,False
2019-08-06,EMEA,TOP GUN REALISATIONS 61 LIMITED,9142,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/top-gun-realisations-61-limited/,dc-isda,TOP GUN REALISATIONS 61 LIMITED,auction,2019-09-11,True
2019-09-03,EMEA,TOP GUN REALISATIONS 61 LIMITED,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/09/emea-decision-top-gun-realisations-61-limited-03-09-19.pdf/,document-feed,EMEA Decision – Top Gun Realisations 61 Limited – 03/09/19 – Latest Revision,,,False
2019-09-09,,Top Gun,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/09/dc-decision-top-gun-9-september-2019.pdf/,document-feed,DC Decision – Top Gun – 9 September 2019 – Latest Revision,,,False
2019-09-10,EMEA,TOP GUN REALISATIONS 61 LIMITED,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/09/emea-dc-decision-top-gun-realisations-61-limited-compare-against-banco-popular.pdf/,document-feed,EMEA DC Decision – Top Gun Realisations 61 Limited – Compare against Banco Popular – Latest Revision,,,False
2019-09-10,EMEA,TOP GUN REALISATIONS 61 LIMITED,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/09/emea-dc-top-gun-realisations-61-limited-ast-10-09-19.pdf/,document-feed,EMEA DC Decision – Top Gun Realisations 61 Limited – AST 10/09/19 – Latest Revision,,,False
2019-09-11,EMEA,TOP GUN REALISATIONS 61 LIMITED,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/09/emea-dc-decision-top-gun-realisations-61-limited-10-09-19.pdf/,document-feed,EMEA DC Decision – Top Gun Realisations 61 Limited – 10/09/19 – Latest Revision,,,False
2019-09-13,EMEA,Steinhoff Ag,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2019/09/emea-dc-steinhoff-ag-explanatory-statement.pdf/,document-feed,EMEA DC  – Steinhoff AG – Explanatory Statement – Latest Revision,,,False
2019-09-13,EMEA,Steinhoff,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/09/emea-dc-steinhoff-dc-decision-13-september-2019.pdf/,document-feed,"EMEA DC  – Steinhoff – DC Decision 13, September 2019 – Latest Revision",,,False
2019-09-13,EMEA,Steinhoff Of,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/09/emea-dc-steinhoff-redline-of-ast-against-2019-galapagos-terms.pdf/,document-feed,EMEA DC – Steinhoff – redline of AST against 2019 Galapagos terms – Latest Revision,,,False
2019-09-13,,Steinhoff,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/09/initial-list-7.pdf/,document-feed,Steinhoff Initial List – Latest Revision,,,False
2019-09-13,EMEA,Draft Steinhoff Asts,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/09/emea-dc-draft-steinhoff-asts-13-09-19.pdf/,document-feed,EMEA DC – draft Steinhoff ASTs 13/09/19 – Latest Revision,,,False
2019-09-13,EMEA,HEMA BondCo I B.V.,9166,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/hema-bondco-i-b-v/,dc-isda,HEMA BondCo I B.V.,auction,2020-09-08,True
2019-09-16,EMEA,Steinhoff Ag,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/09/emea-dc-steinhoff-ag-supplemental-list.pdf/,document-feed,EMEA DC – Steinhoff AG – Supplemental List – Latest Revision,,,False
2019-09-17,EMEA,THOMAS COOK GROUP PLC,9143,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/thomas-cook-group-plc/,dc-isda,THOMAS COOK GROUP PLC,auction,2019-10-30,True
2019-09-19,,STEINHOFF EUROPE AG,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/09/steinhoff-europe-ag-decision-19-september-2019.pdf/,document-feed,Steinhoff Europe AG – Decision 19 September 2019 – Latest Revision,,,False
2019-09-19,,STEINHOFF EUROPE AG,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/09/steinhoff-europe-ag-final-list.pdf/,document-feed,Steinhoff Europe AG – Final List – Latest Revision,,,False
2019-09-20,,STEINHOFF EUROPE AG,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/09/steinhoff-europe-ag-blackline-of-draft-asts-against-final-asts.pdf/,document-feed,Steinhoff Europe AG – blackline of draft ASTs against final ASTs – Latest Revision,,,False
2019-09-20,,STEINHOFF EUROPE AG,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/09/steinhoff-europe-ag-asts.pdf/,document-feed,Steinhoff Europe AG – ASTs – Latest Revision,,,False
2019-09-23,,STEINHOFF EUROPE AG,,Bankruptcy,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/09/steinhoff-europe-ag-bankruptcy-chapter-15-decision-updated-to-reflect-votes-23-september-2019.pdf/,document-feed,Steinhoff Europe AG – Bankruptcy Chapter 15 – Decision updated to reflect votes (23 September 2019) – Latest Revision,,,False
2019-09-23,,STEINHOFF EUROPE AG,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/09/steinhoff-europe-ag-bankrupcy-decision-updated-for-votes-23-september-2019.pdf/,document-feed,Steinhoff Europe AG – Bankrupcy Decision (updated for votes) 23 September 2019 – Latest Revision,,,False
2019-09-23,,THOMAS COOK GROUP PLC,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/09/thomas-cook-bankrupcy-decision-23-09-19.pdf/,document-feed,Thomas Cook – Bankrupcy  – Decision  – 23/09/19 – Latest Revision,,,False
2019-09-23,,THOMAS COOK GROUP PLC,,Failure to Pay,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/09/thomas-cook-failure-to-pay-decision-23-09-19.pdf/,document-feed,Thomas Cook – Failure to Pay Decision 23/09/19 – Latest Revision,,,False
2019-09-23,,THOMAS COOK GROUP PLC,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/09/thomas-cook-chapter-15-bankrupcy-decision-23-09-2019.pdf/,document-feed,Thomas Cook – Chapter 15 Bankrupcy Decision 23/09/2019 – Latest Revision,,,False
2019-09-23,,STEINHOFF EUROPE AG,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/09/steinhoff-europe-ag-decision-23-september-2019.pdf/,document-feed,Steinhoff Europe AG – Decision 23 September 2019 – Latest Revision,,,False
2019-09-23,,STEINHOFF EUROPE AG,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/09/steinhoff-europe-ag-participating-bidder-list.pdf/,document-feed,Steinhoff Europe AG – Participating Bidder List – Latest Revision,,,False
2019-09-23,,THOMAS COOK GROUP PLC,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/09/thomas-cook-amended-application-for-order-scheduling-hearing.pdf/,document-feed,Thomas Cook  – Amended Application for Order Scheduling Hearing – Latest Revision,,,False
2019-09-23,,THOMAS COOK GROUP PLC,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/09/thomas-cook-chapter-15-petition.pdf/,document-feed,Thomas Cook – Chapter 15 petition – Latest Revision,,,False
2019-09-23,,THOMAS COOK GROUP PLC,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2019/09/thomas-cook-explanatory-statement.pdf/,document-feed,Thomas Cook  – Explanatory Statement – Latest Revision,,,False
2019-09-23,,THOMAS COOK GROUP PLC,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/09/thomas-cook-verified-petition.pdf/,document-feed,Thomas Cook – Verified petition – Latest Revision,,,False
2019-09-23,,THOMAS COOK GROUP PLC,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/09/thomas-cook-dc-submission-memorandum.pdf/,document-feed,Thomas Cook – DC Submission – Memorandum – Latest Revision,,,False
2019-09-24,,THOMAS COOK GROUP PLC,,Failure to Pay,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/09/thomas-cook-failure-to-pay-dc-decision-24-september-2019.pdf/,document-feed,Thomas Cook – Failure to Pay  – DC Decision 24 September 2019 – Latest Revision,,,False
2019-09-24,,THOMAS COOK GROUP PLC,,Bankruptcy,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/09/thomas-cook-chapter-15-bankruptcy-decision-24-september-2019.pdf/,document-feed,Thomas Cook  – Chapter 15 Bankruptcy decision 24 September 2019 – Latest Revision,,,False
2019-09-24,,THOMAS COOK GROUP PLC,,Bankruptcy,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/09/thomas-cook-bankruptcy-decision-24-september-2019.pdf/,document-feed,Thomas Cook – Bankruptcy Decision 24 September 2019 – Latest Revision,,,False
2019-09-24,EMEA,THOMAS COOK GROUP PLC,2019091701,,,statement,https://www.cdsdeterminationscommittees.org/documents/2019/09/thomas-cook-dc-emea-statement-2019091701.pdf/,document-feed,Thomas Cook – DC EMEA Statement 2019091701 – Latest Revision,,,False
2019-09-24,,STEINHOFF EUROPE AG,,Failure to Pay,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/09/steinhoff-europe-ag-failure-to-pay-updated-for-votes.pdf/,document-feed,Steinhoff Europe AG  – Failure to Pay  – Updated for votes – Latest Revision,,,False
2019-09-24,,STEINHOFF EUROPE AG,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/09/steinhoff-europe-ag-chapter-15-decision-23-september-updated-for-votes/,document-feed,Steinhoff Europe AG – Chapter 15 – Decision 23 September (updated for votes) – Latest Revision,,,False
2019-09-24,,STEINHOFF EUROPE AG,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/09/steinhoff-europe-ag-sg-decision-updated-for-votes.pdf/,document-feed,Steinhoff Europe AG – SG Decision (updated for votes) – Latest Revision,,,False
2019-09-27,,THOMAS COOK GROUP PLC,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/09/thomas-cook-ftp-27september2019-dc-decision.pdf/,document-feed,Thomas Cook – FTP – 27September2019 – DC Decision – Latest Revision,,,False
2019-09-30,,Vote To Delay First Dc Meeting Anadarko Petroleum Corporation,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/09/dc-decision-vote-to-delay-first-dc-meeting-anadarko-petroleum-corporation-september-30-2019.pdf/,document-feed,"DC Decision – Vote to delay first DC Meeting – Anadarko Petroleum Corporation – September 30, 2019 – Latest Revision",,,False
2019-10-04,,THOMAS COOK GROUP PLC,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/10/dc-decision-thomas-cook-04-10.pdf/,document-feed,DC Decision – Thomas Cook – 04/10 – Latest Revision,,,False
2019-10-04,,THOMAS COOK GROUP PLC,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2019/10/dc-meeting-statement-thomas-cook-04-19.pdf/,document-feed,DC Meeting Statement – Thomas Cook – 04-19 – Latest Revision,,,False
2019-10-07,Americas,Anadarko Petroleum Corporation,2019092601,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/10/americas-dc-decision-issue-2019092601-anadarko-petroleum-corporation.pdf/,document-feed,Americas DC Decision – Issue 2019092601 (Anadarko Petroleum Corporation) – Latest Revision,,,False
2019-10-11,,THOMAS COOK GROUP PLC,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/10/dc-thomas-cook-initial-list-11-10.pdf/,document-feed,DC Thomas Cook – Initial List – 11/10 – Latest Revision,,,False
2019-10-11,,THOMAS COOK GROUP PLC,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/10/dc-decision-thomas-cook-11-10-initial-list.pdf/,document-feed,DC Decision – Thomas Cook – 11/10 – Initial List – Latest Revision,,,False
2019-10-14,,THOMAS COOK GROUP PLC,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2019/10/thomas-cook-group-plc-supplemental-list.pdf/,document-feed,Thomas Cook Group plc – Supplemental List – Latest Revision,,,False
